l a ¹¹	l̥ ai ¹¹
s a ŋ ⁵⁵	tʰ a ŋ ⁵⁵
p a ¹¹	pʰ a ¹¹
b ə ŋ ⁵⁵	b ə ŋ ⁵⁵
s w a ¹¹	s w w a ¹¹
r w a ʔ̚ ⁵¹	s w a ʔ̚ ⁵¹
kʰ u ¹¹	kʰ o ⁵⁵
tʰ u ɴ ¹¹	tʰ u ɴ ¹¹
p a ŋ ⁵⁵	ˀb a ⁵⁵
tʰ r o ʔ̚ ⁵¹	tʰ r o ʔ̚ ⁵¹
m ə ¹¹	m ɨ ¹¹
l̥ ei ¹¹	l̥ i ¹¹
l a ɴ ⁵⁵	l a m ⁵⁵
r e ŋ ⁵⁵	r̥ e ŋ ⁵⁵
s ə ŋ ⁵⁵	s ə ŋ ⁵⁵
m ə ¹¹	m ə ¹¹
ˀd ei ⁵⁵	ˀd ei ⁵⁵
l ei ⁵⁵	l ei ⁵⁵
t ə ⁰	d ə ŋ ⁵⁵
l o ʔ̚ ⁵¹	l o ʔ̚ ⁵¹
p r u ⁵⁵	pʰ r u ɴ ⁵⁵
k l a ⁵⁵	k l a ⁵⁵
s ɔ ʔ̚ ⁵¹	s ɔ ʔ̚ ⁵¹
p ɔ ʔ̚ ⁵¹	pʰ ɔ ʔ̚ ⁵¹
p ə ¹¹	ˀb i ¹¹
s o ¹¹	s o ¹¹
p a ¹¹	m̥ a ¹¹
s a ¹¹	h ou ¹¹
s ə ¹¹	s w ɨ ɴ ¹¹
p l e ⁵⁵	p l e ⁵⁵
p ə ¹¹	pʰ ə ¹¹
g ə ʔ ⁵¹	k ə ʔ̚ ⁵¹
n ei ⁵⁵	n ei ⁵⁵
p l e ŋ ⁵⁵	p l e ŋ ⁵⁵
s i ʔ̚ ⁵¹	s i ʔ ⁵¹
s ei ⁵⁵	s ei ⁵⁵
tʰ a ¹¹	tʰ a ¹¹
d ə ʔ̚ ⁰	t ə ʔ̚ ⁰
n ə ¹¹	n ei ¹¹
c i m ¹¹	ɟ i m ¹¹
cʰ r w i ʔ̚ ⁵¹	kʰ r w i t ⁵¹
l ɛ m ¹¹	l̥ ɛ m ¹¹
tʰ w ɛ ⁵⁵	tʰ w ɛ ⁵⁵
s ə m ⁵⁵	s ə m ⁵⁵
k ə ⁰	ɲ̊ au ⁵⁵
kʰ u ʔ̚ ⁵¹	kʰ o ʔ̚ ⁵¹
