tʰ ə ʔ̚ ⁵⁵	tʰ u ʔ̚ ⁵¹
ˀb a ⁵⁵	ˀb a ŋ ⁵⁵
p ¹¹ ¹¹	p ɨ ¹¹
pʰ r o ⁵⁵	pʰ r u ɴ ⁵⁵
n w i ⁵⁵	ˀn w e t̚ ⁵¹
cʰ a ʔ̚ ⁵¹	cʰ a ʔ̚ ⁵¹
r ou ¹¹	r ou ¹¹
m ə ¹¹	m ə ¹¹
ɲ̊ a a	t ə ⁰
ʔ o ŋ ¹¹	ʔ ɔ ɴ ¹¹
ˀb ou ¹¹	ˀb ə ¹¹
kʰ ¹¹ ¹¹ ⁵⁵	kʰ l i ⁵⁵
w ɛ ⁵⁵	w ɛi ⁵⁵
tʰ o ¹¹	tʰ o ¹¹
p r ɔ ʔ̚ ⁵¹	p r ɔ ʔ̚ ⁵¹
d ɛ ʔ̚ ⁵¹	d ɛ ʔ̚ ⁵¹
n w ɨ m ⁵⁵	n ɨ m ⁵⁵
r ə ʔ̚ ⁵¹	r ə ʔ̚ ⁵¹
j a m ¹¹	j a m ¹¹
kʰ i ⁵⁵	kʰ ə ⁰
tʰ a m ⁵⁵	tʰ a m ⁵⁵
ˀb e ŋ ¹¹	ˀb e ŋ ¹¹
b i ¹¹	b i ¹¹
m ei ¹¹	m̥ ei ¹¹
cʰ j a ɴ ¹¹	cʰ j a ɴ ¹¹
n w ɛ ¹¹	n̥ w ɛ ¹¹
ɲ̊ a a	s u ⁵⁵
s ɔ ʔ̚ ⁵¹	s ɔ ʔ̚ ⁵¹
k a ŋ ⁵⁵	g a ŋ ⁵⁵
k w a m ¹¹	g l a m ¹¹
tʰ w a ⁵⁵	tʰ w ɨ ɴ ⁵⁵
ɲ̊ a ⁵⁵	ˀd ɛ ⁵⁵
tʰ r o ʔ̚ ⁵¹	tʰ r o ʔ̚ ⁵¹
tʰ a ŋ ⁵⁵	tʰ a ŋ ⁵⁵
a ou ¹¹	h ou ¹¹
b ə ¹¹	p ə ¹¹
kʰ l ɛ ɴ ⁵⁵	kʰ l ɛ ɴ ⁵⁵
kʰ a ʔ̚ ⁵¹	kʰ a ʔ̚ ⁵¹
j a ⁵⁵	r j a ⁵⁵
r o ŋ ¹¹	r o ŋ ¹¹
pʰ l o ŋ ¹¹	pʰ l o ŋ ¹¹
tʰ a ʔ̚ ⁵⁵	tʰ ɛ ʔ̚ ⁵¹
a ə r ⁵⁵	ˀd w ɨ ɴ ⁵⁵
ŋ j a ⁵⁵	ŋ j ai ⁵⁵
d a ʔ̚ ⁵¹	d a ʔ̚ ⁵¹
kʰ ə ʔ̚ ⁵¹	kʰ o ʔ̚ ⁵¹
ˀb j a ¹¹	p j a ¹¹
ɲ̊ ə ⁰	s ə ⁰
kʰ ɔ ʔ̚ ⁵¹	kʰ ɔ ʔ̚ ⁵¹
a ə ⁰	g ə ⁰
ˀb a ¹¹	ˀb a ¹¹
k o ¹¹	g o ¹¹
n ɔ ʔ̚ ⁵¹	n̥ ɔ ʔ̚ ⁵¹
d o ŋ ¹¹	d o ŋ ¹¹
p a ¹¹	m̥ a ¹¹
tʰ a ¹¹	tʰ a ¹¹
a ə ⁰	k ə ⁰
ɲ̊ ei ¹¹	ˀd ei ¹¹
kʰ a ŋ ⁵⁵	kʰ a ŋ ⁵⁵
ˀb ɔ ⁵⁵	ˀb ɔ ɴ ⁵⁵
r e ŋ ⁵⁵	r̥ e ŋ ⁵⁵
tʰ a ʔ̚ ⁵¹	tʰ a ʔ̚ ⁵¹
b l ei ⁵⁵	b l ei ⁵⁵
m a ¹¹	m̥ a ¹¹
k i ¹¹	k i ¹¹
s ɨ ɴ ¹¹	s w ɨ n ¹¹
l ə ¹¹	l u ɴ ¹¹
cʰ w ə m ⁵⁵	cʰ u ɴ ⁵⁵
tʰ ə ŋ ¹¹	tʰ ə ŋ ¹¹
c j u ⁵⁵	c u ⁵⁵
r ə ɴ ¹¹	r a ɴ ¹¹
w a ¹¹	h w a ¹¹
l i ⁵⁵	l ei ⁵⁵
m a ⁵⁵	m a ⁵⁵
k i ⁵⁵	j ai ⁵⁵
s w a ¹¹	s w w a ¹¹
n o ʔ̚ ⁵¹	n o k̚ ⁵¹
j o ʔ ⁵¹	j o ʔ̚ ⁵¹
s ə ¹¹	s w ɨ ɴ ¹¹
l i ʔ̚ ⁵¹	l e ʔ̚ ⁵¹
l ei ⁵⁵	l ei ⁵⁵
l a ⁵⁵	ˀl a ⁵⁵
