ˀm a ¹¹	m a ¹¹
j ou ⁵⁵	kʰ r ou ⁵⁵
n ɨ m ⁵⁵	n ɨ m ⁵⁵
p l a ⁵⁵	p l a ⁵⁵
p o ⁵⁵	ˀb ɔ ɴ ⁵⁵
p i ¹¹	b i ¹¹
n ə ⁵⁵	n̥ ei ⁵⁵
ˀm ə ¹¹	m ə ¹¹
j a m ¹¹	j a m ¹¹
ˀm ɛ ¹¹	m w ɛ ¹¹
r o ŋ ¹¹	r o ŋ ¹¹
ŋ a ⁵⁵	ŋ̊ a ⁵⁵
kʰ w i ¹¹	kʰ w i ¹¹
l u ¹¹	l u ɴ ¹¹
tʰ u ¹¹	tʰ u ¹¹
n ɨ ŋ ⁵⁵	n ɨ ŋ ⁵⁵
kʰ l i ʔ̚ ⁵¹	kʰ l i ʔ̚ ⁵¹
p l ei ⁵⁵	b l ei ⁵⁵
p a ⁵⁵	ˀb a ⁵⁵
n̥ i ⁵⁵	n ei ⁵⁵
p l o ŋ ¹¹	p l o ŋ ¹¹
s ɔ ʔ̚ ⁵¹	s ɔ ʔ̚ ⁵¹
j ə ⁵⁵	p ə ⁰
k a ⁵⁵	k ə ʔ̚ ⁰
ʔ ɔ ¹¹	ʔ ɔ ¹¹
ʔ ɛ n ¹¹	ʔ j ɛ n ¹¹
p a ŋ ⁵⁵	ˀb a ŋ ⁵⁵
w a ¹¹	h w a ¹¹
cʰ w ɛ ¹¹	cʰ w ɛ ¹¹
p i ŋ ⁵⁵	b e ŋ ⁵⁵
l i ʔ̚ ⁵¹	l e ʔ̚ ⁵¹
tʰ ɛ ŋ ⁵⁵	tʰ ɛ ŋ ⁵⁵
l̥ w i ⁵¹	l̥ w i t̚ ⁵⁵
p l a ¹¹	p l a ⁵⁵
kʰ w o ⁵⁵	kʰ w au ⁵⁵
j ə ⁰	k ə ⁰
s a ¹¹	s a ¹¹
ʔ a m ¹¹	ʔ a m ¹¹
tʰ w i ¹¹	tʰ w i ¹¹
r e ¹¹	r e ¹¹
ˀm a ⁵⁵	m̥ a ⁵⁵
m̥ ɛ ʔ̚ ⁵¹	m̥ ɛ ʔ̚ ⁵¹
r ə ʔ̚ ⁵¹	r ə ʔ̚ ⁵¹
d ɔ ŋ ¹¹	d ɔ ŋ ¹¹
tʰ o ¹¹	tʰ o ¹¹
s a ʔ̚ ⁵¹	s a ʔ̚ ⁵¹
k a ⁵⁵	k ə ⁰
n ɔ ʔ ⁵¹	n̥ ɔ ʔ̚ ⁵¹
pʰ i ʔ̚ ⁵¹	pʰ e ʔ̚ ⁵¹
