p i ¹	p r i ¹
qʰ o ¹	qʰ ɔ ¹
q ɯ ¹	q ɯ ¹
m ø ²	m ø ²
d j ɛ ⁴	d r ɯ ²
s j e n ¹	s j e n ¹
kʰ ɔ ⁴	kʰ o ⁴
ɣ ɯ ³	ɣ ɯ ³
m æ ¹	m æ ¹
p i ²	b r i ²
b e ¹	b e ¹
dʑ i ³	d i ³
qʰ ɔ ⁴	qʰ ɔ ⁴
sʰ w a ⁴	sʰ w a ⁴
ʈ ɔ ¹	d r ɔ ¹
qʰ a ⁴	qʰ a ⁴
x w a ⁴	h w a ⁴
j ɯ ⁴	j ɯ ⁴
ts o ¹	d r o ŋ ¹
g ɯ ¹	g ɯ ¹
pʰ æ ¹	pʰ æ ¹
q a ŋ ¹	q a ŋ ¹
b ɛ ⁴	ʁ ɯ ⁴
n ɛ ⁴	n ɛ ¹
ɖʐ i ²	ɖʐ i ²
d r ɯ ¹	d r ɯ̃ ¹
p r æ ⁴	p r æ ⁴
tsʰ ɔ ⁴	tsʰ o ⁴
m ɯ ⁴	m ɯ ⁴
ɖʐ i ¹	ɖʐ i ¹
n a ŋ ⁴	ʁ a ŋ ¹
b i ⁴	p r i ⁴
t w e n ¹	t w e n ¹
qʰ æ ⁴	qʰ æ ⁴
tʰ e ⁴	tʰ r e ⁴
p r e n ⁵	p r e n ⁵
b e ¹	b e ¹
b ɛ ŋ ¹	z r o ŋ ¹
dz o ŋ ¹	dz o ŋ ¹
s o ¹	s r o ¹
ŋ w a ⁴	ŋ w a ⁴
m ɛ ¹	m ɛ ¹
ʈ o ¹	d r o ŋ ¹
m ɯ ³	m ɯ ⁵
ɣ ɔ ³	ŋ ɔ ³
j æ ⁵	b j o ²
n æ ŋ ¹	m j æ ¹
d j i ¹	d r ɯ ³
qʰ w æ ³	qʰ w æ ³
p ɯ ³	p u ³
n o ²	n o ²
ts ɯ ²	dʑ ɯ ²
pʰ ɯ ¹	pʰ ɯ ¹
ɖʐ o ŋ ¹	ɖʐ u ŋ ¹
s i ²	s i ²
d e ⁵	d j ɛ ⁵
tsʰ j o ³	tsʰ u ³
b a ⁴	b a ⁴
dʑ a ⁴	dʑ a ⁴
ŋ w e n ¹	ŋ w e n ¹
b ɛ ⁴	b ɛ ⁴
k u ²	k u ²
m ɯ ¹	m ɯ ¹
d r ɯ ³	d r ɯ ³
tɕ i ¹	tɕ i ¹
j ɯ ¹	j ɯ ¹
s r ɯ ²	sʰ r ɯ ²
w ɛ ¹	w u ⁴
p ɯ ²	p u ²
n ɛ ⁴	n ɛ ¹
s w ɛ n ¹	s w a ŋ ¹
ɣ æ ⁴	ɣ æ ⁴
b ɔ ³	b ɔ ³
s i ²	s r ɯ ²
ʂ ɔ ⁴	s ɔ ⁴
tsʰ o ³	tsʰ o ŋ ³
tʰ æ ⁴	tʰ j æ ⁴
b ɛ ²	b j ɛ ²
d j i ¹	tʲ ɯ ¹
qʰ ɯ ¹	qʰ ɯ̃ ¹
n w e n ¹	ʔ w e n ¹
q ɯ ²	ɣ ɯ̃ ²
ɣ w a ⁴	x w a ¹
tsʰ w a ŋ ²	tsʰ w a ŋ ²
d a ⁴	d a ⁴
x ɯ ⁴	χ ɯ ⁴
ɣ ɯ ²	ɣ ɯ ²
ʈ r i ⁴	ʈ ɯ ⁴
m ɛ ⁵	m ɛ ⁵
b ɯ ²	p u ²
k ɔ ⁴	k o ⁴
ts r r æ ⁴	ʈ æ ⁴
tʰ u ¹	tʰ r u ¹
n o ŋ ⁵	n o ŋ ⁵
s i ²	s r i ²
tɕ æ n ¹	tɕ æ ŋ ¹
ts u ²	ts u ²
kʰ r o ²	kʰ r o ²
d j æ ¹	t æ ¹
ts w ɛ ¹	ɕ w i ²
q a ⁴	q æ ⁴
tɕʰ i ⁴	tɕʰ i ⁴
j e n ¹	j e n ¹
n ɛ ⁴	ɕ a
