ɣ w a ⁴	ɣ w a ⁴
j w a ¹	ɕ w i ²
n o ŋ ¹	n o ŋ ¹
d w i ⁵	d w ɛ ⁵
pʰ ɔ ³	pʰ ɔ ³
qʰ w a ²	qʰ w a ŋ ²
ŋ w a ⁴	ŋ w a ⁴
ɣ i ⁴	p r i ⁴
ts j i ⁴	ts j i ⁴
j ɔ ¹	ʔ o ⁴
ɣ o ŋ ¹	ts u ŋ ¹
k o ŋ ⁵	g o ŋ ³
j o ŋ ²	ŋ j o ²
k o ŋ ²	k o ŋ ²
b æ ⁴	b æ ⁴
n o ¹	n o ŋ ³
tɕ j e n ¹	tɕ e n ¹
j e n ¹	n j e n ¹
d ɯ ⁴	tʲ ɯ ⁵
tʰ r r æ ⁴	tʰ r æ ⁴
d o ¹	d r o ŋ ¹
q æ n ¹	q æ n ¹
d r o ŋ ¹	d r o ŋ ¹
b i ²	b r i ²
tʰ e ¹	tsʰ r e ŋ ¹
j i ²	tʰ j e ²
ʈ o ŋ ²	ʈ s u ŋ ²
q a ŋ ¹	q a ŋ ¹
m æ ⁴	m æ ⁴
j e ²	b j o ²
s w a ŋ ¹	sʰ w a ŋ ¹
qʰ æ ⁴	qʰ æ ⁴
j e ŋ ²	n j i ²
tsʰ j j e n ¹	tsʰ j e n ¹
tɕ j e n ¹	tɕ e n ¹
b e ⁴	b ɛ ⁴
b æ n ³	b æ n ³
b ɔ ³	b ɔ ³
q o ŋ ¹	q o ŋ ¹
b o ²	b e ²
m o ²	m ø ²
kʰ r o ²	kʰ r o ²
ŋ o ²	ŋ u ²
ɣ ɯ ³	ɣ ɯ ³
tsʰ ɔ ⁴	tsʰ o ⁴
k o ⁴	k o ⁴
n ɛ ¹	n ɛ ¹
pʰ æ ⁴	pʰ æ ⁴
ŋ o ŋ ¹	ʁ o ŋ ¹
b o ²	p j o ²
p j e ¹	pʰ j u ŋ ¹
kʰ o ⁴	kʰ o ⁴
l ɔ ¹	l a ¹
g ɯ ¹	g ɯ ¹
d o ŋ ¹	d o ŋ ¹
w e n ¹	ʔ w e n ¹
ŋ w a ⁴	ŋ w a ⁴
sʰ r o ŋ ¹	s o ŋ ¹
ʈ o ⁵	ts o ⁵
ɣ o ¹	h ɔ ¹
tʰ u ¹	tʰ r u ¹
qʰ w a ⁴	qʰ w a ⁴
d ɛ ⁴	d ɛ ⁴
s e n ⁵	s e n ⁵
j o ŋ ²	tʰ u ²
j i ³	j i ³
pʰ æ n ³	pʰ æ n ³
s r e ¹	sʰ r e ŋ ¹
q w ɛ ⁵	q w ɛ ³
j ɔ ⁴	ɣ u ⁴
s r w æ ⁴	s w a ⁴
n u r ¹	n j o ŋ ¹
b i ŋ ¹	b r i ²
m æ ⁵	m æ ⁵
tɕʰ i ¹	tɕʰ i ¹
b ɯ ¹	b r i ¹
b ɯ ²	b ɯ ²
j a ¹	ʁ a ŋ ¹
qʰ ɔ ²	qʰ ɔ ²
ts j e n ⁵	ts j e n ⁵
qʰ u ²	qʰ u ²
b ɯ ²	p ɯ ²
t w e n ¹	t w e n ¹
tʰ r æ n ¹	tʰ æ n ¹
ɖʐ ɯ ²	dʑ ɯ ²
d r ɯ ³	d r ɯ ³
d ɯ ¹	d j ɯ ¹
k o ⁵	k o ⁵
m ɯ ¹	m ɯ ¹
b æ ¹	b æ ¹
ŋ u ¹	ŋ o ¹
s w a ³	sʰ w a ŋ ³
tʰ r o ²	tʰ j e ⁴
tsʰ j i ¹	tsʰ j i ¹
ɣ ɯ̃ ²	ɣ ɯ ²
r i ⁵	z ɯ ³
ʈ r o ŋ ¹	ʈ o ŋ ¹
e n ¹	z e n ¹
m ɯ ⁴	m ɯ ⁴
m o ⁴	m ɔ ⁴
q ɛ ¹	q ɛ ¹
d j ɯ ¹	d r ɯ ³
ʈ o ⁴	d r o ⁴
tʰ ɔ ⁴	tʰ r o ⁴
dz o ⁴	dz o ⁴
ɣ o ²	k r o ²
m ɛ ⁵	m i ¹
tsʰ j w e n ¹	tsʰ w e n ¹
b u ⁵	p u ³
s ɔ ²	s ɔ ²
t ɯ ⁴	d j ɯ ²
k o ⁵	k o ⁵
m ɯ ¹	n j i ⁴
p j ɛ ³	pʰ j ɛ ³
m ø ²	m ø ²
k ɯ ¹	k ɯ ¹
s j i ²	s j i ²
pʰ a ¹	pʰ e ¹
