w a m	w
ħ m θ	ħ a m θ
ħ m aː r	ħ i m aː r
r ʃ a ʕ	r ʃ ʕ
b a t uː l	b a t uː l
ʃ	qˤ r b
ʔ a r m	ʔ a r m
ʔ a l m a n a t	ʔ a l m a n a t
p r r	p r r
d a m	d a m
θ a ʃ l	θ l
p ʕ m	p a ʕ m
k a	k
l ħ ʃ	l ħ ʃ
ʕ ʃ b	ʕ s b
ʔ r a x	ʔ a r x
s k r	s k r
d a l w	d a l w
ʔ a r b a ʕ	ʔ a r b a ʕ
d w m	d w m
d l w	d l w
b tˤ ħ	b tˤ ħ
ʕ a ɬ r	ʕ a ɬ r
ʃ m ʕ	ʃ m ʕ
ð ʔ i b	ð i ʔ b
m a t n	m a t n
ʃ	θ ʕ j
ʔ r k	ʔ r k
ʕ a p a r	ʕ a p a r
d m t	d i m
n a p a ʃ	n a p a
ɣ a p	ɣ p
qˤ a w qˤ n	qˤ qˤ n
ʕ r p	ɣ a r p
ħ j l	x l
d w ʃ	d w ʃ
n n	h a n n i
w j w j	ɬˤ a j w
ħ m ħ d r	ħ m d r
ð a r ʔ	ð a r ʔ
ʃ a b ʕ	ʃ a b ʕ
ʃ l ʃ	ɬ a l aː θ
d ʃ	d ʃ m
p i	p s ħ
θ ʔ w	θ a ʔ a t
ħ d d	ħ d d
n k	n j k
sˤ b ɣ	sˤ b ɣ
d i b ʃ	d i b ʃ
l ʃ d	l a ʃ d
h ð ʔ	h ð j
h w l a l	h l l
z z	z iː z
ʃ t i	ʕ a ʃ t
l u ɣ	l u ɣ
ɣ u w ɣ a w	ɣ a
ʃ ʔ l	ʃ ʔ l
ɬ b t	ɬₓ b a j
n a ħ l	n ħ l
g g	g uː g
ʔ p	ʔ p j
ɣ r	ɣ aː r
ɬ a b r	ɬ b r
g u r w	g uː r
m ʃ t	m u ʃ j
ʔ a r b j	ʔ a
qˤ r b	qˤ r b
a r n	k a r a θ
w w	w r j
ʃ a	ʃ i t
qˤ tˤ r	qˤ tˤ r
b r r	b r r
l	l aː
z z	z iː ð
p l	p l
p l w	p l g
j a r r b ʕ	j a r b ʕ
x z r	x z iː r
x tˤ r	x u tˤ r
ɣ ʃ	ʕ a w
ɣ u r i b	ɣ aː r i b
n ʃ qˤ	n ʃ qˤ
m a n a n	m n
ʔ a x	ʔ a x
b n j	b n j
ʔ θ k aː l	ʔ θ k aː l
b a j t	b a j t
n m ɬ	m ɬ
ɬ x	ɬ j x
r ħ m	r ħ m
m w n	w z n
p d j	p d j
ɬ m x	ɬ m x
ʃ k t	ʃ k t
ɬ r p	ɬ r p
b a r m	b r m
n d n	n t n
b ħ r	b ħ r
k a l a t	k a l l a t
a qˤ	ɬˤ j qˤ
ɬ u r m n	θ r m iː n
ħ a m	ħ a m
ħ a d θ	ħ d θ
l ħ m	l ħ m
m a ʔ a n	ɬ a ʔ n
qˤ a n	qˤ a n a j
p a r ʔ	p a r ʔ
p a r w	p a r r
a w	r a ʔ
ɬ a m ʃ	ɬ a m ʃ
k b r	k b r
ʕ θˤ sˤ	ʕ θˤ aː j
ʃ r w	ʃ r j
ʕ a d	ʕ a d a j
j d ʕ	w d ʕ
m qˤ n	m qˤ
ʔ i ʃ k a	ʔ i
b u tˤ m	b u tˤ m
n x r	n a x iː r
g r d	g r d
ð a k a r	ð a k a r
m ɬ tˤ	m u ɬ tˤ
ʔ b i n	b i n
ɬ sˤ p	ʕ ɬˤ p
ɣ m d	ɣ m d
a m	t a m a r
m n a j	m n
n ʃ p	n ʃ p
ʔ m m t	ʔ a m m a t
b l tˤ	b l tˤ
t b ʕ	t b ʕ
ħ a l qˤ	ħ l qˤ
w a r t	ʔ r aː w
ʕ i ɬ r uː	ʕ i ɬ r uː
b r	b k r
ɬ a r ʃ	ɬ r ʃ
tˤ a j	tˤ a j r
r k b	r k b
θˤ i p r	θˤ i p r
ʔ m	ʔ t m
b a qˤ qˤ	b a qˤ qˤ
m a ʃ k	m a ʃ k
b ʃ l	b ʃ l
ʔ a j j a l	ʔ a j j a l
n p x	n p x
d	r d j
p l	p iː l
r a ħ m	r a ħ i m
k u r s ʕ	k u r s ʕ
ʃ a ħ a r	ʃ a ħ r
ʃ k r	ʃ k r
d w ʔ	d w j
r b k	r b k
tˤ r d	tˤ r d
k ʃ d	k i ʃ aː d
ɬˤ i l a ʕ	ɬˤ i l a ʕ
ħ a r a p n	ħ a r a p
g b ʃ	g b ʃ
qˤ u	qʷˤ r d
h i n	ʃ i n a
z b ʔ	s b ʔ
b a m	b ʔ
ʕ a l	ʕ a l a j
r ʔ i m	r i ʔ m
t a r	t r r
b qˤ l	b qˤ l
r b ɬˤ	r b ɬˤ
ʕ a p qˤ n	ʕ a b a qˤ
p t ħ	p t ħ
r ʔ m	r ʔ m
k a m ʔ a t	k a m ʔ a t
k θˤ r	k i
n w m	n w m
b	b t t
ʕ a qˤ a	ʕ i d qˤ
w w m	h m
ħ u w ɬ j a w	ħ b ɬₓ
ħ	r ħ ɬˤ
ɬˤ r ʃ	ɬˤ i r ʃ
b b	g a b b
qˤ a l b	qˤ a l b
r ʃ ħ	r qˤ ħ
ʕ θ	ʕ θ θ
p a ʔ s	p a ʔ ʃ
ʃ a n a t	ʃ a n a t
ħ i m a t	ħ i m a t
b ɬ r	b ɬ r
t ʃ ʕ	t i ʃ ʕ
b u l l	b l
n a m i r	n a m i r
m r	m u h r
ʔ n θ t	ʔ a n θ a t
g sˤ d	qˤ sˤ d
ɬˤ b tˤ	ɬˤ b tˤ
j	w
ʃ l k j	ʃ l k
g a p p	g a p p
j n qˤ w	j n qˤ
ʃ ʕ l	ʃ ʕ l
p a x r	p x r
b a k r	b k r
g u r a	g r ð
ɬ d	ɬ a d a w
g u m d d	k m d
z b uː l	z b l
qˤ l p t	qˤ l p a t
w a l a d	w l d
sˤ	ʔ a j a sˤ
h i	ʃ u m u
p l l	p l l
w l	z l
ʃ	gʷ a z
ʔ x i r	ʔ x r
ʔ i r	ʔ tˤ r
l ʕ	ʃ
w h uː w a	ʃ u
ʃ i k a r	ʃ i k a r
qˤ a m sˤ	qˤ j sˤ
g u n	g u r n
g ɬ	g ɬ ʕ
ʔ p ʕ a	ʔ a p ʕ a w
r a qˤ qˤ	r a qˤ qˤ
m i ʕ j	m ʕ a j
p a t x	p t x
b tˤ l	b tˤ l
ʔ x t	ʔ a x aː t
ʃ b t	θ b l
x l qˤ	x l qˤ
p a ħ l	p a ħ l
ħ b tˤ	ħ b tˤ
k a p p a l	k a p l
ɬ r	ɬ r ɬ uː r
b u h qˤ	b h qˤ
l i ʃ aː n	l i ʃ aː n
n a	n sˤ r
qˤ a m ħ	qˤ a m ħ
ʕ r r	ʕ u
m x r	m x r
l ʔ m	l ʔ m
l	l a ʔ a j a t
θ ɣ r	θ ɣ r
l u ɣ n	l ɣ
ʔ n p	ʔ a n a p a t
ʃ a ʔ b	ʃ ʔ b
ʃ u l m	l w
ħ w a l ʔ	ħ i l
ʕ a n qˤ	ʕ n qˤ
ɣ l l	ɣ u l l
m qˤ	m tˤ qˤ
ð b b	ð
ʕ a m m	ʕ a m m
m t	m w t
θˤ i l l	θˤ i l l
θˤ m ʔ	θˤ m ʔ
ɬˤ m d	ɬˤ m d
ʃ tˤ a r	ʃ tˤ r
ɣ d r	ɣ d r
l a qˤ l a qˤ	l a qˤ l a qˤ
ʔ k l	ʔ u k l
x j l	x j l
qˤ d m	qˤ d m
t l	t l ʕ
n x l	n x l
l a j l	l a j l i j
m ʔ a t	m i ʔ a t
θ ʕ l	θ ʕ l
ʃ i n n	ʃ i n n
a p p r	ɬ p r
n	θ n
d a ʕ t	ð ʕ a t
p r	p r j
n a x l	n a x l
ɬ m m n	ʃ
b	g b
ʃ b l	ʔ b l
ʕ m d	ʕ m d
b n t	b i n t
w	ð
ɬ a h r	ɬ a h r
ħ u p n	ħ u p n
p r tˤ	p r tˤ
m ʔ d	m ʔ d
tˤ ʕ m	tˤ ʕ m
ħ ð w n	ħ r d
ʃ m m	s m m
g b b ħ	g b x
θ a l g	θ a l g
b a ʔ ʃ	b ʔ ʃ
ħ a θˤ sˤ	ħ θˤ θˤ
ħ b r	ħ b r
ʃ	ʔ i ʃ
ʔ a p	ʔ a n p
ʔ a ɬ r a m	ɬ r m
p a ʃ r	p ʃ r
ʃ u r m	s u r m
ɬ a j b t	ɬ a j b a t
ʔ k l	ʔ k l
ʃ m	ʔ m
w θ b	w θ b
j ʃ r	j ʃ r
ɬ j b	ɬ j b
ʔ a m ʃ n	ʔ a m ʃ a j
ʔ r i ʕ w w	r ʕ w
k a n a p	k a n a p
ɬˤ a j r ʕ	ɬˤ r ʕ
θ a w r	θ a w r
b qˤ	b r qˤ
ʔ l	ʔ a j l
m r r a t	m r r a t
ʔ a n t m	ʔ a n t u m u
l i w b	l i b b
b r	b u r ʕ
ð m r	ð m r
n	n aː b
θˤ a b t	θˤ a b j
ɣ u r l	ɣ u r l
ʔ a n t a	ʔ a n t a
k a r a ʕ	k u r aː ʕ
qˤ a qˤ a d	qˤ d qˤ d
p a r ʕ	p a r ʕ
b l	b l
k ʃ p	k s p
p a r r	p a ʔ r
t l i	t a w l i ʕ a t
d a m ʕ a	d m ʕ a t
m ʃ	m s
a l a a	g l g l a t
k	k s
j a w r qˤ	w r qˤ
h j a	ʃ i
tˤ ħ n	tˤ ħ n
k u r k j	k u r k i j
k m r	k m r
g d	g iː d
z a r z r	z a r z iː
ħ k k	ħ k k
ʔ	ʔ x ð
ʕ j	ʕ z
d r	h d r
ɣ b tˤ	ɣ b tˤ
qˤ d ħ	qˤ d ħ
g n n	g n n
qˤ θ θ ʔ	qˤ θ ʔ
ɬ m	ɬ m
n ʃ b	n ʃ b
r b θˤ	r u
θˤ a l l	sˤ l
k a l a	k a l
ɣ a r b	ʕ r b
ħ u n n a	ħ a n n
l x m	l x m
w a r m	r m
n a h r	n a h r
ʔ a n t i n	ʔ a n t i n a
k a p p	k a p p
sˤ ɣ r	sˤ ɣ r
g d d	g d d
ħ a b l	ħ a b l
n a r	n w r
ʔ a r w	ʔ a r ɬˤ
b w ʔ	b w ʔ
p qˤ d	p qˤ d
ɣ r n qˤ	ɣ r n iː qˤ
r ħ	r aː ħ a t
ʃ qˤ j	ʃ qˤ j
r j	h r j
r b j a t	r b j
ʃ ħ t	ʃ a x j
a	qˤ r r
m l i ʔ	m l ʔ
ʃ i m	ʃ m
b a sˤ sˤ	b ɬˤ ɬˤ
ʔ r	ʔ r
b a r qˤ	b a r a qˤ
p tˤ r	p tˤ r
r d ʔ	r d ʔ
ʃ n b	s i
ʃ a p p	ʃ p p
b a r sˤ	b r sˤ
ʃ l x	ʃ l ħ
ʕ l j	ʕ l j
m a j	m a j
w k a l	w k l
j a r i x	w a r x
ʔ a θ l	ʔ a θ l
b l j	b l j
n	ʃ m
sˤ a w r	sˤ a w a r
θ qˤ l	θ qˤ l
θ b r	θ b r
ʔ a d ʕ a m	d h m
ʔ ħ a d	ʔ a ħ a d
n h qˤ	n h qˤ
h w j	h w j
ħ a s s	ħ a s iː s
p a l g	p a l g
ʃ a ʕ	ʃ g ʕ
qˤ l	qˤ l ħ
p l ʃ	p l ʃ
ʔ a b	ʔ a b
n a p j	n p j
tˤ ħ aː l	tˤ i ħ aː l
m r r	m r r
h l k	h l k
ʔ b r	ʔ b r
ħ w b	ħ u b b
ɬ r m	ɬ r m
a d d a	h a d a d
qˤ	qˤ a j ɬ
l qˤ ħ	l qˤ ħ
b r	b i ʔ r
ʔ u r	ʔ u r x
z n n	ð n m
b k j	b k j
n sˤ j	n aː sˤ i j a t
t i b n	t i b n
d u	d r r
n θˤ r	n θˤ r
ɬ a p a t	ɬ a p a t
qˤ i b a t	qˤ b a t
θ a r b	θ a r b
n ʔ	ʔ n j
g ʔ t	g a w i ʔ
g m r	g m r
m r ɬˤ	m r ɬˤ
ħ a l p a	ħ l p
ʃ d	ʔ i ʃ d
b θ	b w θ
g i ɬ	g i ɬ ɬ
k s	k a
ʕ n qˤ	ʕ n qˤ
p r ʃ	p r s
qˤ j ʔ	qˤ j
l a ħ t	l ħ j a t
w a r w r	ʔ a r r
d a w b	d u b b
z qˤ p	z qˤ p
n	n
l b ʃ	l b ʃ
w a	ʔ a
ð u b b	ð b b
ħ a r a ʃ	ħ r ʃ
b w	b ɬˤ r
ħ i tˤ tˤ a t	ħ i n tˤ a t
ʕ b	ʕ ð b
ʔ b h n	b h n
n ɣ a r	n ɣ r
b r ħ	b r ħ
d w r	d w r
ɬ m a	ɬₓ m a t
ħ a r g l	ħ a r g a l
ʕ a t uː d	ʕ a t uː d
r uː n	ʔ n a r
ɬ r p	ɬ r b
tˤ d	tˤ iː n
θˤ l m	θˤ l m
d ħ p	d ħ p
ʃ a p l	ʃ a p uː
m t	m u t
x l sˤ	l x sˤ
t h m a	t i h aː m
x a m i ʃ	x a m ʃ
k a b d	k a b i d
d a j ʃ	t a j ʃ
	qˤ aː ʕ
k a w ʃ a l	k s l
ʔ b n	ʔ a b n
g u l p a w	g l p a t
l a b x	l i
ʃ θ n	θ i n aː
x i m ʔ t	x i m ʔ a t
n qˤ	ɬ n qˤ
m a θ m n	θ j n
n qˤ b	n qˤ b
ʃ r n r	ʃ u
k a t a p	k a t i p
p a r r	p a r r
p p	p r p r
b x r	b x r
a ɣ b	ɣ b j
b a j m t	p
ɣ r a n n	ɣ r n
tˤ b x	tˤ b ħ
d b r	d a
k b ʃ	k b s
k l	k i l ʔ
k ʃ m	k s m
