g j ɛ ³	p j ɛ ³
g i ⁴	ˀs e ¹
b j a ¹	b r ɛ ¹
t a ŋ ³	ˀt i ŋ ³
j a k ⁴	j a k ⁴
g j a ⁴ ⁴	ˀk j u ¹
ʔ m u ¹	m u ¹
k j a ŋ ³	k j a ŋ ³
d u ŋ ¹	d u ŋ ¹
n a ŋ ¹	n a ŋ ¹
k i k ⁴	k i k ⁴
s a ŋ ¹	s a ŋ ¹
g r o k ⁴	g r o k ⁴
g u p ⁴	w a p ⁴
k u ²	ˀk u ²
m j e ²	n e ²
ŋ e ¹	ŋ ui ¹
ˀk e ²	ˀk ui ²
b e ¹	b i ¹
ˀp i k ⁴	p i k ⁴
s i k ⁴	s i k ⁴
g a ¹	w ai ¹
k j a k ⁴	ŋ j a k ⁴
ˀp j o ¹	p r o ¹
k r ai ¹	n ai ¹
ʃ e ¹	ʃ i ³
k j a ŋ ¹	k j a ŋ ¹
s ɛ ³	s ɛ ³
ʃ a ²	ʃ e ²
k a p ⁴	k a k ⁴
g a ²	ˀr a ²
j u k ⁴	j u k ⁴
g j e ¹	g j e ¹
m i k ²	m i k ⁴
g j a p ⁴	ˀk j a p ⁴
ʔ ˀn a p ⁴	ˀn a p ⁴
ˀk o t ⁴	ˀts u t ⁴
l a k ⁴	l a k ⁴
m e ⁴	m i ³
d a p ⁴	ˀt a p ⁴
l i ŋ ²	l i ŋ ²
g r a ⁴	g j a ³
l i k ⁴	l i k ⁴
t a ³	t a ŋ ³
b a n ²	b a n ²
g a ⁴	ʃ ɛ ¹
k j a p ⁴	k j a p ⁴
b ai ¹	ŋ ai ¹
l a ŋ ²	l a ŋ ²
ˀtʃ ɛ ²	dʒ ui ²
k a ¹	k a m ¹
g a ¹	ɲ u ¹
g a ³	p a ³
b i ⁴	b ui ¹
b j i k ⁴	b j i k ⁴
b r i ŋ ⁴	b r i ŋ ¹
g a ŋ ³	tʃ a ŋ ³
ˀn ɛ m ¹	ˀn a m ¹
j a m ²	j a m ²
ʃ u k ⁴	ʃ u k ⁴
g a n ²	dz a n ²
d u ¹	d u ²
