m̩ ²	m u ²
a ¹	a ¹
s ² ³	ɣ o ³
a ¹	a ¹
l ɛ̠ ³	l ɛ̠ ³
ʒ i ¹	ʒ e ¹
g u ²	g o ²
tsʰ i ²	tsʰ i ²
g j a ²	g j a ²
ʃ a ¹	ʃ a ³
l a ²	l a ²
ˀm ɛ ¹	ˀm ɛ̠ ¹
ʃ a ¹	ʃ a ¹
ˀn e ³	ˀn i ³
d e ¹	d e ¹
d e̠ ³	d ɛ̠ ³
k a ¹	z ɛ ¹
l a ¹	l a ¹
tʰ o̠ ³	t u ³
n i ³	ˀn i ³
ʃ a ¹	ʃ a ¹
kʰ i ŋ ²	kʰ ɨ̠ ¹
k a ²	k a ŋ ²
d u ¹	d u ¹
d a ŋ ¹	d a ŋ ¹
dz y ¹	dz y ¹
g j a ¹	g ɨ ¹
a ¹	a ¹
tsʰ u ¹	tsʰ u ¹
n u a ³	ɲ a̠ ³
kʰ o̠ ³	kʰ o̠ ³
kʰ ɨ ¹	kʰ i ¹
m ɛ ²	m ɛ ²
kʰ u ¹	kʰ u ¹
s e̠ ³	s e̠ ³
ʃ ɛ ²	ɣ u ²
ʒ i ¹	ɣ e̠ ¹
d y ¹	d y ¹
k i ²	tsʰ i ²
z a ²	z a ²
a ¹	a ¹
t e ¹	d e ¹
t a ¹	t e̠ ³
ˀl o̠ ³	l o̠ ¹
t o̠ ³	t o̠ ³
g j i ²	g i ¹
t a ³	t a̠ ³
k o ²	k j o ²
d y ²	d y ²
s y ²	s y ²
kʰ y ²	kʰ j o ²
m ²	m ɨ ²
z y ²	z y ²
d o̠ ²	tʃʰ e̠ ¹
g i ¹	s i ¹
ɣ i ³	ʒ e ³
t a ŋ ¹	t ɛ ¹
m a ³	m a ³
n u ²	n i ²
p a ¹	p a ¹
m a ³	m a ³
m ɨ̠ ³	m ɨ̠ ³
tsʰ i̠ ¹	tsʰ i̠ ¹
z e̠ ³	z e̠ ³
x i ¹	x e ¹
n u ¹	n u ²
pʰ a ²	pʰ a ²
k j a ¹	k a ¹
ʒ i ¹	ɣ e̠ ¹
pʰ ɛ ¹	pʰ ɛ ¹
tsʰ ɛ ¹	tʃʰ ɛ̠ ¹
ɣ i ¹	ɣ i ¹
d e ³	d e ³
h e ¹	h e ¹
t u ²	t u ²
g u ¹	g a ¹
g j ɨ ²	g u ²
m j o̠ ³	m j o̠ ³
k a ¹	k a̠ ³
m j a ŋ ¹	m j a ŋ ¹
s a ¹	s a ¹
g a ³	g a ³
l a ²	l a ²
l a ²	l a ²
tʃʰ u̠ ¹	tʃʰ o̠ ¹
ˀm e̠ ¹	ˀm j e̠ ¹
ˀn i ¹	ˀn i ¹
t i ¹	t u ¹
ˀm i ¹	ˀm i ¹
p a ³	p e ¹
l e̠ ³	l e̠ ³
ʒ ɨ ²	ʒ i̠ ³
ʃ u ¹	ˀŋ y ¹
p a ¹	p a ¹
k i ¹	k ɨ ¹
s i ¹	ɣ i ¹
ɣ ɛ ¹	ɣ ɛ ¹
dz i ¹	dz ɿ ³
ˀn e̠ ³	n e ²
m a ³	m a ³
ˀm i ³	ˀm i ³
l e̠ ³	l e̠ ¹
m i ¹	m o ²
s a ¹	s a ¹
tʃʰ ɨ ²	tsʰ ɿ ²
l y ¹	l y ¹
d i̠ ³	tʃ e̠ ³
ts i̠ ³	ts i̠ ³
ˀm j ɛ ¹	ˀm ɛ ¹
dʒ i ³	dʒ i ³
tʃʰ i̠ ²	tʃʰ i ²
p ɨ ²	p j ɨ ²
dʒ a ³	k o̠ ³
m a ³	m a ³
s ɛ ²	s e ²
dz i ³	ts a ŋ ³
k a ²	k a ²
m ɨ ²	m ɨ ²
a ¹	a ¹
a ¹	a ¹
n u ²	n i ²
kʰ u ²	d u ¹
d a ¹	d a ¹
p a̠ ²	b ɨ ²
a ³	a ¹
n i ²	n i ²
t i ¹	t i ¹
kʰ i ¹	kʰ i ¹
n y ²	n y ²
tʃ a ³	tʃ a ³
tʰ u ³	tʰ u ³
m ɛ ²	m ɛ ²
h ¹ ²	h ɛ ²
ˀn a ¹	ˀn a ¹
ˀl e ³	ˀl u ³
tsʰ u ³	tsʰ e̠ ¹
p ³ ³	k u ³
x a ¹	k u ³
ʃ ɛ ¹	ʃ ɛ ¹
d a ²	d i ²
t u ¹	t u ¹
ɣ y ³	ɣ y̠ ³
ɣ a ŋ ²	ɣ a ŋ ²
t o̠ ³	d a ²
k ² ²	k j o ²
t o̠ ¹	t o̠ ³
ˀl o̠ ³	ˀl o̠ ¹
t a ³	t a̠ ³
pʰ e ²	pʰ e ²
ˀv a ¹	ˀv a ¹
pʰ e ²	pʰ e ²
ʒ o̠ ¹	ʒ o̠ ¹
b ɛ ¹	b ɛ ¹
dʒ ɛ ¹	dʒ ɛ ¹
ˀl o̠ ¹	ˀl o̠ ¹
x i̠ ¹	x e̠ ³
tʃ ɛ ¹	tʃ u ¹
t u ¹	tʃʰ ɛ ²
l u ¹	l u ¹
m ɛ ²	m a ³
m a ³	m a ³
p ɛ̠ ¹	p ɛ̠ ¹
v i ²	v y ²
l o̠ ³	l o̠ ³
i ²	i ²
tsʰ ɛ ¹	tsʰ ɛ ³
