s ɛ l w aː t ɪ k	s ɪ l w aː t ɪ k ʊ m
j uː r a m t oː r ɛ	j uː r aː t oː r ɛ m
k ɔ n k aː t ɛ n aː r ɛ m	k ɔ ŋ k a t eː n aː r ɛ
a lː ɛ k t aː r ɛ	a lː ɛ k t aː r ɛ
s t aː n j ʊ m	s t a nː ʊ m
ɔ kː ɪ d ɛ r ɛ	ɔ kː ɪ d ɛ r ɛ
w ɪ p ʊ r a m	w iː p ɛ r a m
p ɛ r w ɛ r t ɪ r ɛ	p ɛ r w ɛ r t ɛ r ɛ
m a t ɛ r n ʊ m m	m aː t ɛ r n ʊ m
l ɪ ŋ g ʊ l a m	l ɪ ŋ g ʊ l a m
n a sː aː	n a sː a m
a r b ɔ r ɛ t ʊ m	a r b ɔ r eː t ʊ m
ʊ n d aː r ɛ	ʊ n d aː r ɛ
d ɛ p ɔ r t aː r ɛ	d eː p ɔ r t aː r ɛ
s ɔ l ʊ m	s ɔ l j ʊ m
t r a n s aː k t j ʊ m n ɛ m	t r aː n s aː k t j oː n ɛ m
w ɪ s aː r ɛ	w iː s ɛ r ɛ
r ɛ s aː r k ɪ r ɛ	r ɛ s a r k iː r ɛ
k r uː ɛ n t aː r ɛ	k r ʊ ɛ n t aː r ɛ
k ɔ sː ʊ m	k ɔ sː ʊ m
l a t r aː r ɛ	l a t r oː n ɛ m
t ɪ t ʊ l aː r ɛ	t ɪ t ʊ l aː r ɛ m
ɛ r ɔ ɛ	h eː r oː ɛ m
w ɛ r ʊ m	w eː r ʊ m
k r ɛ s p ʊ m	k r ɪ s p ʊ m
p r ɔ p ʊ ŋ n aː r ɛ	p r oː p ʊ ŋ n aː r ɛ
ɪ d oː n ɛ ʊ m	ɪ d oː n ɛu m
d ɪ s p a m r t ɪ r ɛ m	d ɪ s p a r t iː r ɛ
a d mː ɪ n ɪ s t r aː r ɛ m	a d m ɪ n ɪ s t r aː r ɛ
t r aː b aː l j ʊ m	t r ɪ p aː l ɛ m
r ɛ p l ɪ k aː t j oː n ɛ m	r ɛ p l ɪ k aː t j oː n ɛ m
p ɪ s aː r ɛ	p iː n s ɛ r ɛ
k ɛ nː ʊ m	k ɪ nː ʊ m
a t l aː n t ɪ k ʊ m	aː t l a n t ɪ k ʊ m
w a g aː b ʊ n d ʊ m	w a g aː b ʊ n d ʊ m
p a r	p a r ɛ m
n ʊ n t j ʊ m	n uː n t j ʊ m
b a s ɪ l ɪ k ʊ m	b a s ɪ l ɪ k ʊ m
l ɪ t ʊ r g j a m	l iː t uː r g j a m
s a l uː t aː r ɛ	s a l uː t aː r ɛ
m uː k oː s ʊ m	m uː k oː s ʊ m
k ɔ m f ɛ s aː r ɛ	k oː n f ɪ t eː r iː
f ɛ sː aː r ɛ	f a t eː r iː
w a k ɪ lː a m t j oː n ɛ m	w a k ɪ lː aː t j oː n ɛ m
g r aː t j oː s ʊ m	g r aː t j oː s ʊ m
t a l p aː a m	t a l p a m
a fː ɛ rː ɛ r ɛ	aʊ f ɛ rː ɛ
p ɔ s p oː n ɛ	p ɔ s t p oː n ɛ r ɛ
a rː aː s	a rː h a m
p r ɛ k ɛ p t ʊ m	p r aɪ k ɛ p t ʊ m
ɔ p uː l ɛ n t ʊ m	ɔ p ʊ l ɛ n t ʊ m
ɛ k s ɛ r k ɛ r ɛ	ɛ k s ɛ r k eː r ɛ
h ɛ l k ɪ n ʊ m	iː l ɪ k ɛ m
ɪ d ɛ n t ɪ k ʊ m	iː d ɛ n t ɪ k ʊ m
ɛ k s k l ʊ d ɛ r ɛ	ɛ k s k l uː d ɛ r ɛ
ɛ k s ɪ s t ɛ r ɛ	ɛ k s ɪ s t ɛ r ɛ
s ɛ n d aː r ɛ	s ɛ d eː r ɛ
ɪ p ɛ r t ɛ t ɪ b l ɛ m	ɪ m p ɛ r k ɛ p t ɪ b ɪ l ɛ m
p a w ɪ l oː n ɛ m	p aː p ɪ l j oː n ɛ m
ɪ n uː l t ʊ m	ɪ n ʊ l t ʊ m
m ɛ r k aː r ɛ	m ɛ r k aː r iː
a k oː n ɪ t ʊ m	a k ɔ n iː t ʊ m
m ɔ l ɪ n ɛ r ʊ m	m ɔ l iː n aː r j ʊ m
m ɛ r k ɛ m	m ɛ r k ɛ m
a pː ɔ s t ʊ m	a pː ɔ s ɪ t ʊ m
p ɛ r k ɔ l aː r ɛ	p ɛ r k oː l aː r ɛ
f r aː k s ɪ n ɛ ʊ m	f r a k s ɪ n ɛu m
a w j ɛ s ʊ m	aː w ɛ r s ʊ m
k ʊ k ʊ l ʊ m	k ʊ k ʊ lː ʊ m
f j ɛ r ʊ m	f ɛ r ʊ m
l a p m a m	a l a p a m
ɪ m p ɔ r t uː n ɪ t aː t ɛ m	ɪ m p ɔ r t uː n ɪ t aː t ɛ m
t r uː k ɛ	t r ʊ k ɛ m
w ɛ k aː	w ɪ k j a m
a w ɛ r s j oː n ɛ	aː w ɛ r s j oː n ɛ m
a k t aː r ɛ	aː k t w aː r ɛ
