l e ʔ̚ ⁵¹	l e ʔ̚ ⁵¹
kʰ l ɛ ɴ ⁵⁵	kʰ l ɛ ɴ ⁵⁵
s ə ⁵⁵	s u ⁵⁵
ʔ ɛ ɴ ¹¹	ʔ ɛ ɴ ¹¹
k u ⁵⁵	k u ⁵⁵
s w i ¹¹	s w i ¹¹
tʰ u ⁰	tʰ u ¹¹
l ei ⁵⁵	l ei ⁵⁵
kʰ a ¹¹	kʰ a ¹¹
ʔ ɛ ɴ ¹¹	ʔ j ɛ n ¹¹
l e ʔ̚ ⁵¹	l e k̚ ⁵¹
ʔ̚ ɔ ⁵⁵	ʔ ɔ ⁵⁵
tʰ u ʔ̚ ⁵¹	tʰ u ʔ̚ ⁵¹
b ə ŋ ⁵⁵	b ə ŋ ⁵⁵
b r u ⁵⁵	p r u ⁵⁵
l o ŋ ¹¹	l o ŋ ¹¹
d o ŋ ¹¹	d o ŋ ¹¹
ˀb a ŋ ¹¹	ˀb a ŋ ¹¹
kʰ l ei ¹¹	kʰ l ei ¹¹
n e ¹¹	n e ¹¹
ŋ w i ¹¹	ŋ w i ¹¹
p j a ¹¹	p j a ¹¹
tʰ a m ⁵⁵	tʰ a m ⁵⁵
p i ʔ̚ ⁵¹	p i ʔ̚ ⁵¹
ʔ e ¹¹	ʔ e ¹¹
l a ʔ̚ ⁵¹	l a ʔ̚ ⁵¹
cʰ w ɛ ¹¹	cʰ w ɛ ¹¹
c e ¹¹	c e ¹¹
tʰ ɔ ⁵⁵	tʰ ɔ ŋ ⁵⁵
kʰ j a ʔ̚ ⁵¹	k j a ʔ̚ ⁵¹
tʰ w ɨ ɴ ⁵⁵	tʰ w ɨ ɴ ⁵⁵
ˀd a ⁵⁵	ˀd a ⁵⁵
kʰ a ŋ ¹¹	kʰ a ŋ ¹¹
tʰ u ʔ̚ ⁵¹	tʰ u ʔ̚ ⁵¹
p l a ⁵⁵	p l a ⁵⁵
ˀb ə ¹¹	ˀb ə ¹¹
